candidate_id,resume_text,job_role
216,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
217,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
218,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
219,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
220,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
221,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
222,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
223,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
224,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
225,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
226,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
227,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
228,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
229,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
230,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
231,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
232,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
233,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
234,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
235,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
236,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
237,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
238,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
239,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
240,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
241,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
242,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
243,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
244,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
245,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
246,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
247,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
248,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
249,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
250,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
251,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
252,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
253,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
254,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
255,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
256,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
257,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
258,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
259,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
260,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
261,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
262,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
263,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
264,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
265,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
266,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
267,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
268,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
269,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
270,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
271,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
272,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
273,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
274,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
275,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
276,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
277,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
278,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
279,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
280,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
281,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
282,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
283,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
284,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
285,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
286,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
287,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
288,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
289,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
290,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
291,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
292,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
293,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
294,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
295,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
296,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
297,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
298,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
299,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
300,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
301,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
302,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
303,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
304,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
305,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
306,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
307,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
308,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
309,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
310,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
311,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
312,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
313,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
314,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
315,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
316,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
317,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
318,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
319,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
320,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
321,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
322,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
323,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
324,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
325,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
326,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
327,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
328,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
329,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
330,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
331,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
332,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
333,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
334,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
335,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
336,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
337,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
338,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
339,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
340,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
341,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
342,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
343,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
344,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
345,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
346,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
347,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
348,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
349,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
350,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
351,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
352,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
353,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
354,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
355,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
356,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
357,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
358,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
359,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
360,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
361,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
362,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
363,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
364,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
365,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
366,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
367,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
368,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
369,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
370,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
371,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
372,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
373,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
374,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
375,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
376,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
377,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
378,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
379,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
380,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
381,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
382,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
383,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
384,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
385,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
386,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
387,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
388,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
389,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
390,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
391,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
392,"Candidate with skills: Solidity, Ethereum, Web3, Blockchain. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Blockchain Developer
393,"Candidate with skills: React, JavaScript, HTML, CSS, Redux. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Frontend Developer
394,"Candidate with skills: Java, Hibernate, SQL, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
395,"Candidate with skills: Digital Marketing, SEO, PPC, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
396,"Candidate with skills: HR Management, Recruitment, Employee Relations. Qualification: Master's in Human Resources. Experience level: Senior.",HR
397,"Candidate with skills: C#, .NET Core, Azure, SQL Server. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
398,"Candidate with skills: Swift, iOS, Xcode, UI/UX. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
399,"Candidate with skills: Network Security, Ethical Hacking, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
400,"Candidate with skills: Agile, JIRA, Stakeholder Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
401,"Candidate with skills: Python, R, SQL, Machine Learning. Qualification: Master's in Data Science. Experience level: Senior.",Data Scientist
402,"Candidate with skills: Figma, Sketch, UI/UX, Wireframing. Qualification: Bachelor's in Design. Experience level: Entry.",Designer
403,"Candidate with skills: Kubernetes, Docker, GCP, CI/CD. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Kubernetes Operations Engineer
404,"Candidate with skills: JavaScript, Node.js, Express, MongoDB. Qualification: Bachelor's in Information Technology. Experience level: Entry.",Web Developer
405,"Candidate with skills: Python, Django, PostgreSQL, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Full Stack Python Developer
406,"Candidate with skills: Java, Spring Boot, Angular, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
407,"Candidate with skills: C++, Unreal Engine, VR Development. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
408,"Candidate with skills: AWS, Terraform, Jenkins, Linux. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
409,"Candidate with skills: PHP, Symfony, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
410,"Candidate with skills: Solidity, Web3, Ethereum, JavaScript. Qualification: Bachelor's in Computer Science. Experience level: Mid.",Blockchain Developer
411,"Candidate with skills: React, TypeScript, HTML, CSS. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Frontend Developer
412,"Candidate with skills: Java, Spring, SQL, Microservices. Qualification: Bachelor's in Software Engineering. Experience level: Senior.",Backend Developer
413,"Candidate with skills: Marketing Campaigns, Social Media, Analytics. Qualification: Bachelor's in Marketing. Experience level: Mid.",Marketing
414,"Candidate with skills: HR Policies, Recruitment, Training. Qualification: Master's in Human Resources. Experience level: Senior.",HR
415,"Candidate with skills: C#, ASP.NET, SQL Server, Azure. Qualification: Bachelor's in Computer Science. Experience level: Mid.",C# Developer
416,"Candidate with skills: Swift, iOS Development, UI/UX, Core Data. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Mobile Developer
417,"Candidate with skills: Penetration Testing, Firewalls, SIEM. Qualification: Master's in Cybersecurity. Experience level: Senior.",Cybersecurity Engineer
418,"Candidate with skills: Scrum, Agile, Project Management. Qualification: Master's in Business Administration. Experience level: Mid.",Software Project Manager
419,"Candidate with skills: Python, Pandas, SQL, Tableau. Qualification: Master's in Data Science. Experience level: Entry.",Data Analyst
420,"Candidate with skills: Kubernetes, Helm, AWS, Docker. Qualification: Bachelor's in Computer Science. Experience level: Senior.",Kubernetes Operations Engineer
421,"Candidate with skills: HTML, CSS, JavaScript, Vue.js. Qualification: Bachelor's in Information Technology. Experience level: Mid.",Web Developer
422,"Candidate with skills: Python, TensorFlow, NLP, Deep Learning. Qualification: PhD in Artificial Intelligence. Experience level: Senior.",AIML
423,"Candidate with skills: Java, Kotlin, Android SDK, REST APIs. Qualification: Bachelor's in Software Engineering. Experience level: Mid.",Mobile Developer
424,"Candidate with skills: Python, Flask, JavaScript, SQL. Qualification: Bachelor's in Computer Science. Experience level: Entry.",Full Stack Python Developer
425,"Candidate with skills: Java, Spring, React, AWS. Qualification: Master's in Software Engineering. Experience level: Senior.",Full Stack Java Developer
426,"Candidate with skills: Adobe XD, Figma, UI/UX, Prototyping. Qualification: Bachelor's in Graphic Design. Experience level: Mid.",Designer
427,"Candidate with skills: SQL, R, Data Visualization, Statistics. Qualification: Bachelor's in Statistics. Experience level: Entry.",Data Analyst
428,"Candidate with skills: C++, Unity, Game Design, VR. Qualification: Bachelor's in Game Development. Experience level: Mid.",Game Developer
429,"Candidate with skills: AWS, Jenkins, Docker, Terraform. Qualification: Bachelor's in Computer Science. Experience level: Senior.",DevOps Engineer
430,"Candidate with skills: PHP, Laravel, MySQL, JavaScript. Qualification: Bachelor's in Information Technology. Experience level: Entry.",PHP Developer
431,"Candidate with skills: Python, TensorFlow, Keras, NLP. Qualification: Master's in Data Science. Experience level: Mid.",Data Scientist
